id,reacted,body,user_id,post_id
601,12/9/2024,I'm so grateful for it.,101,91
602,12/23/2024,I wish this post had more depth and analysis.,137,489
603,10/12/2024,it's so good!,119,251
604,2/7/2025,I'm not sure if I agree with the perspectives presented in this post.,39,188
605,3/11/2024,This post is so well-written,154,431
606,6/4/2025,I'm not sure if I agree with the conclusions drawn in this post.,59,123
607,2/28/2025,This post is amazing,109,239
608,2/12/2025,I can't stop recommending this post,35,208
609,10/22/2024,This post is a treasure,68,266
610,9/28/2024,I'm impressed.,189,271
611,3/31/2024,This post is just what I needed,29,142
612,5/25/2025,it lacks substance.,152,399
613,8/2/2024,I can't stop praising this post,81,286
614,5/28/2025,This post is so well-argued,129,439
615,8/8/2024,I'm so grateful for it.,63,90
616,7/8/2024,it's outstanding!,50,334
617,10/14/2024,it's so good.,182,434
618,6/19/2025,I'm impressed.,176,379
619,12/10/2024,very disappointing.,153,62
620,10/28/2024,I'm not sure how to interpret this post.,60,483
621,5/29/2024,I expected more from this post,123,453
622,10/25/2024,I'm in awe!,136,428
623,1/20/2025,I love it!,185,333
624,7/15/2024,I'm not sure if I agree with the conclusions drawn in this post.,174,462
625,3/9/2024,I'm so glad I stumbled upon it.,117,317
626,3/26/2024,I'm in awe!,174,324
627,6/28/2025,I'm not sure what to think of this post.,30,217
628,8/15/2024,it's amazing!,157,428
629,10/6/2024,I'm impressed.,11,417
630,2/10/2025,it's amazing!,188,164
631,12/31/2024,I expected more from this post,62,75
632,3/15/2024,This post is okay,81,237
633,6/28/2025,I found this post to be very helpful and insightful.,48,62
634,5/26/2025,I can't stop recommending this post,67,476
635,7/23/2024,This post is so well-crafted,167,434
636,3/13/2024,I'm so glad I stumbled upon it.,13,501
637,12/27/2024,I'm not sure what to make of this post.,73,261
638,10/12/2024,I have mixed feelings about this post.,48,106
639,5/3/2024,it's so good!,147,431
640,10/16/2024,This post is so relatable,166,465
641,5/21/2025,This post is a game-changer,151,362
642,2/24/2025,I love it!,77,191
643,7/18/2024,I can't stop reading it!,43,396
644,4/24/2025,This post is a gem,186,401
645,3/20/2025,I expected better from this post,130,481
646,12/18/2024,This post is a gem,10,183
647,1/9/2025,I don't think this post is worth the effort,44,443
648,6/21/2024,I expected more from this post,136,251
649,6/17/2025,very disappointing.,59,207
650,12/25/2024,I expected more from this post,121,319
651,10/21/2024,I'm impressed.,47,4
652,4/18/2024,I love it!,77,206
653,9/9/2024,I expected more from this post,64,292
654,1/21/2025,This post is a revelation,195,349
655,2/19/2025,I'm impressed.,124,447
656,8/22/2024,could be better.,26,252
657,5/27/2025,I have mixed feelings about this post.,46,379
658,6/29/2024,thank you!,194,454
659,7/2/2024,I'm impressed.,60,377
660,6/16/2024,I completely agree with everything in this post.,142,342
661,4/22/2025,I'm impressed.,169,159
662,5/21/2024,it's unsatisfactory.,3,229
663,5/1/2024,This post is so well-researched,48,353
664,6/13/2025,could be better.,53,277
665,11/5/2024,well done!,84,221
666,9/24/2024,it's outstanding!,66,372
667,11/23/2024,I'm so glad I found it.,147,400
668,4/27/2024,it's so good.,150,137
669,4/16/2024,I'm impressed.,136,214
670,9/15/2024,it lacks substance.,164,256
671,5/7/2024,very disappointing.,163,15
672,7/1/2024,I'm not sure if I agree with the conclusions drawn in this post.,97,281
673,10/17/2024,it lacks substance.,115,93
674,4/7/2024,I'm blown away!,13,297
675,11/8/2024,very disappointing.,78,404
676,5/6/2024,it fell short.,159,435
677,12/8/2024,I'm impressed.,142,131
678,3/7/2024,I'm in awe!,158,190
679,6/11/2025,I love it!,6,342
680,1/31/2025,I love it!,44,335
681,2/15/2025,I wish this post had more depth and analysis.,189,216
682,3/7/2025,I love it!,129,485
683,6/18/2025,I'm not sure what to make of this post.,10,249
684,6/3/2024,very disappointing.,133,185
685,3/27/2024,well done!,133,339
686,4/21/2024,I'm blown away by the quality of this post.,9,431
687,1/25/2025,very disappointing.,122,242
688,7/16/2024,This post is so relatable,25,85
689,7/1/2025,This post is a pleasure,114,132
690,4/1/2025,I'm not sure if I agree with the conclusions drawn in this post.,159,276
691,3/12/2025,I expected more from this post,20,37
692,12/7/2024,very disappointing.,45,397
693,12/16/2024,very disappointing.,8,228
694,7/28/2024,I'm in awe!,57,158
695,2/16/2025,This post is a revelation,39,505
696,3/20/2024,This post is so well-structured,178,200
697,12/8/2024,I'm so grateful for it.,26,279
698,12/10/2024,I'm impressed.,93,496
699,10/9/2024,I'm not sure what to think of this post.,141,34
700,6/17/2024,I completely agree with everything in this post.,161,94
701,11/17/2024,This post is a pleasure,37,346
702,11/8/2024,This post is so well-structured,28,364
703,4/25/2024,This post is a masterpiece,190,187
704,6/25/2024,This post is so well-presented,161,443
705,8/25/2024,I'm impressed.,13,492
706,8/2/2024,I'm not sure if I agree with the perspectives presented in this post.,129,117
707,6/2/2024,This post is a masterpiece,159,292
708,1/4/2025,This post is so relatable,66,194
709,1/24/2025,I'm impressed.,99,57
710,5/27/2025,I'm not sure what to make of this post.,98,43
711,3/3/2025,I'm not sure if I agree with the arguments made in this post.,183,316
712,7/7/2024,I'm not sure how to interpret this post.,155,269
713,7/1/2025,I expected better from this post,162,98
714,3/17/2025,I'm not sure if I agree with the viewpoints expressed in this post.,133,26
715,10/4/2024,This post is so well-argued,149,466
716,4/15/2025,I'm so glad I stumbled upon it.,77,206
717,10/29/2024,I can't stop reading it!,87,29
718,9/28/2024,I'm not sure if I agree with the interpretations provided in this post.,183,59
719,1/1/2025,I don't think this post is worth the time,174,206
720,12/27/2024,I love it!,153,399
721,1/28/2025,This post is a masterpiece,116,385
722,11/9/2024,it's unsatisfactory.,28,369
723,9/8/2024,very disappointing.,188,475
724,2/27/2025,I'm so grateful for it.,105,403
725,4/24/2025,I'm not sure if I agree with the arguments made in this post.,65,465
726,7/13/2024,I'm so grateful for it.,200,275
727,9/25/2024,This post is a game-changer,132,229
728,4/3/2025,well done!,85,8
729,10/10/2024,very disappointing.,62,414
730,12/1/2024,I can't stop recommending this post,99,340
731,8/29/2024,I'm not sure what to make of this post.,20,101
732,9/22/2024,I expected more from this post,137,453
733,1/14/2025,I can't stop reading it!,194,467
734,4/26/2025,This post is a masterpiece,159,132
735,8/2/2024,This post is a delight,142,41
736,7/23/2024,This post is just what I needed,35,293
737,10/22/2024,I can't stop sharing this post,135,475
738,3/4/2025,This post is a game-changer,197,262
739,12/21/2024,very disappointing.,52,406
740,3/14/2025,I love it!,146,110
741,12/12/2024,I'm not sure what to make of this post.,167,146
742,12/14/2024,I'm not sure how to interpret this post.,98,129
743,12/3/2024,I love it!,108,499
744,6/30/2025,very disappointing.,28,129
745,5/30/2024,I found this post to be very helpful and insightful.,73,393
746,2/20/2025,I'm so grateful for it.,63,73
747,9/11/2024,I disagree with the points made in this post.,52,244
748,3/25/2024,This post is amazing,48,412
749,8/28/2024,I love it!,121,182
750,7/12/2024,I'm not sure if I agree with the arguments made in this post.,63,91
751,7/17/2024,I don't think this post is worth the read,51,453
752,4/20/2024,This post is a gem,32,373
753,10/14/2024,thank you!,130,269
754,3/18/2025,I'm so grateful for it.,73,33
755,8/29/2024,I'm impressed.,174,22
756,11/3/2024,I don't think this post is worth the time,155,485
757,3/22/2024,I can't stop recommending this post,175,372
758,6/29/2025,I'm so grateful for it.,16,51
759,9/18/2024,I expected better from this post,168,74
760,12/22/2024,I found this post to be very helpful and insightful.,62,498
761,3/10/2024,I can't believe how much I learned from this post.,194,116
762,6/23/2024,I don't think this post is worth the effort,133,438
763,5/22/2025,This post is a gem,152,257
764,2/26/2025,I wish this post had more depth and analysis.,102,189
765,5/24/2025,it's unsatisfactory.,116,261
766,4/30/2024,I can't believe how much I learned from this post.,120,392
767,8/11/2024,I expected more from this post,123,88
768,7/12/2024,I'm not sure how to respond to this post.,56,171
769,1/10/2025,This post is just what I needed to hear right now.,172,190
770,5/4/2025,This post is a pleasure,4,74
771,11/11/2024,This post is a gem,174,443
772,6/5/2024,This post is so well-crafted,184,193
773,6/10/2025,it lacks substance.,74,494
774,1/24/2025,This post is a breath of fresh air,170,302
775,11/15/2024,I can't believe how much I learned from this post.,149,225
776,6/8/2025,I'm so happy I read it.,167,128
777,11/30/2024,I can't get enough of this post,132,123
778,3/27/2025,very disappointing.,131,310
779,2/16/2025,This post is a gem,92,266
780,11/15/2024,I'm not sure if I agree with the interpretations provided in this post.,160,482
781,6/6/2024,I can't stop reading this post,45,336
782,12/29/2024,it lacks substance.,128,169
783,7/21/2024,I'm impressed.,188,221
784,6/24/2024,I'm not sure if I agree with the perspectives presented in this post.,160,204
785,5/17/2025,I'm impressed.,157,369
786,4/29/2025,I can't stop praising this post,12,453
787,3/6/2025,I'm not sure how to interpret this post.,86,27
788,10/21/2024,This post is so informative,39,124
789,6/22/2025,it's exceptional!,165,265
790,5/18/2024,I'm so grateful for it.,34,42
791,12/28/2024,it's unsatisfactory.,100,370
792,6/28/2024,This post is a gem,113,182
793,7/8/2024,This post is a waste of time,154,98
794,11/18/2024,very disappointing.,149,464
795,9/9/2024,I expected more from this post,71,458
796,4/8/2025,it's so good!,159,164
797,7/2/2025,I'm not sure if I agree with the arguments made in this post.,29,450
798,6/2/2025,I'm not sure if I agree with the arguments made in this post.,2,385
799,2/24/2025,This post is a masterpiece,194,278
800,10/16/2024,I'm not sure if I agree with the viewpoints expressed in this post.,37,503
801,3/12/2025,I disagree with the points made in this post.,2,395
802,3/9/2024,I'm in awe!,109,428
803,2/6/2025,it's fantastic!,152,410
804,7/4/2024,I'm so glad I stumbled upon it.,145,97
805,8/15/2024,This post is so well-argued,85,244
806,3/14/2025,I'm not sure if I agree with the arguments made in this post.,115,423
807,6/30/2024,This post is so well-argued,39,47
808,12/20/2024,I'm impressed.,5,70
809,1/31/2025,very disappointing.,121,290
810,3/25/2025,This post is a breath of fresh air,44,284
811,12/1/2024,This post is a treasure,111,375
812,9/22/2024,I love it!,173,164
813,11/4/2024,I love it!,18,145
814,4/15/2024,I can't get enough of this post,112,481
815,9/12/2024,very disappointing.,103,321
816,6/1/2024,it's unsatisfactory.,194,411
817,4/17/2024,I don't think this post is worth reading,31,306
818,4/19/2025,very disappointing.,164,155
819,10/30/2024,I'm blown away by the quality of this post.,106,435
820,5/4/2025,I'm impressed.,149,187
821,4/24/2024,it's so good.,39,351
822,3/4/2025,it's so good.,133,323
823,3/29/2025,I'm blown away by the quality of this post.,132,31
824,4/10/2025,I can't stop reading this post,89,257
825,3/1/2025,This post is so well-written,58,2
826,5/28/2024,I'm not sure what to make of this post.,133,466
827,4/25/2025,This post is a game-changer,3,250
828,11/4/2024,I'm not sure what to make of this post.,8,242
829,8/15/2024,I expected better from this post,169,7
830,12/1/2024,it's addictive!,52,18
831,5/13/2024,This post is a masterpiece,167,88
832,1/29/2025,I'm not sure what the author was trying to say in this post.,50,306
833,5/1/2024,I can't stop sharing this post,166,163
834,7/1/2025,I don't understand the point of this post.,143,17
835,3/26/2024,I'm not sure if I agree with the perspectives presented in this post.,99,404
836,7/2/2025,I'm not sure how to respond to this post.,55,474
837,6/10/2025,This post is a game-changer,191,39
838,7/1/2025,very disappointing.,122,195
839,7/13/2024,This post is just what I needed to hear right now.,17,21
840,3/24/2025,This post is so well-crafted,87,333
841,3/18/2025,it's outstanding!,14,459
842,7/1/2024,I expected better from this post,39,224
843,6/13/2025,I'm not sure what to make of this post.,10,157
844,3/13/2025,I'm not sure if I agree with the interpretations provided in this post.,29,445
845,11/18/2024,I love it!,130,41
846,4/5/2025,I don't think this post is worth reading,158,243
847,5/11/2024,it's disappointing.,78,220
848,7/20/2024,it's unsatisfactory.,50,64
849,3/21/2024,This post is a must-read for everyone!,4,45
850,2/21/2025,Not a fan of this post,174,353
851,9/16/2024,I'm so glad I stumbled upon it.,129,377
852,9/7/2024,I'm not sure if I agree with the arguments made in this post.,77,290
853,1/12/2025,it's unsatisfactory.,32,320
854,7/19/2024,I'm not sure how I feel about this post.,120,275
855,8/22/2024,This post is a gem,16,193
856,10/5/2024,it's disappointing.,113,61
857,3/1/2025,I wish this post had more depth and analysis.,19,117
858,8/17/2024,This post is a masterpiece,93,94
859,4/22/2025,I'm not sure what to make of this post.,31,433
860,5/11/2024,I'm not sure what to think of this post.,196,113
861,10/24/2024,it's so good!,113,432
862,8/30/2024,it's unsatisfactory.,187,393
863,11/5/2024,This post is so well-argued,19,374
864,9/21/2024,I can't stop recommending this post,49,495
865,2/3/2025,I can't stop talking about this post,115,170
866,7/24/2024,it's unsatisfactory.,18,88
867,5/22/2025,This post is a treasure,125,227
868,12/19/2024,This post is so well-written,170,120
869,10/17/2024,This post is a masterpiece,45,56
870,3/16/2025,I'm so glad I stumbled upon it.,194,39
871,8/22/2024,I love it!,8,87
872,7/21/2024,I don't think this post is worth the read,161,248
873,1/4/2025,This post is a must-read for everyone!,171,437
874,5/20/2024,This post is just what I needed,171,344
875,3/13/2025,I don't think this post is worth the attention,171,108
876,6/29/2024,I can't get enough of this post,17,217
877,9/17/2024,I don't think this post is worth the time,182,250
878,1/10/2025,very disappointing.,31,46
879,4/27/2025,I expected better from this post,42,501
880,6/16/2024,I'm not sure how to respond to this post.,121,149
881,5/9/2025,very disappointing.,164,428
882,3/25/2024,I'm not sure if I agree with the arguments made in this post.,95,8
883,5/3/2025,it's disappointing.,157,148
884,4/11/2025,This post is just what I needed to hear right now.,133,156
885,2/26/2025,it's lacking.,189,226
886,1/22/2025,I'm so glad I stumbled upon it.,128,176
887,4/1/2024,Not a fan of this post,50,345
888,9/27/2024,I'm not sure what to make of this post.,149,152
889,6/16/2024,This post is just what I needed,136,37
890,10/19/2024,This post is so well-argued,184,309
891,3/2/2025,I can't stop talking about this post,26,93
892,6/23/2024,I expected more from this post,143,301
893,6/19/2025,I'm impressed.,122,485
894,1/16/2025,I can't stop talking about this post,32,453
895,9/1/2024,I'm impressed.,152,68
896,9/13/2024,I don't understand the point of this post.,95,299
897,11/25/2024,I'm not sure if I agree with the perspectives presented in this post.,42,280
898,1/13/2025,it's exceptional!,36,193
899,3/6/2025,This post is just what I needed,94,81
900,3/11/2024,I'm so grateful for it.,199,277
901,5/10/2024,very disappointing.,53,30
902,4/6/2025,I'm not sure if I agree with the conclusions drawn in this post.,180,461
903,9/25/2024,I don't understand the point of this post.,114,177
904,1/9/2025,I'm so grateful for it.,177,251
905,1/30/2025,I don't think this post is worth the effort,146,383
906,3/11/2024,I'm so happy I read it.,89,23
907,4/2/2024,I'm so happy I read it.,73,123
908,4/9/2024,I found this post to be very helpful and insightful.,67,409
909,1/1/2025,I love it!,50,172
910,11/8/2024,I can't stop praising this post,174,176
911,10/9/2024,I expected more from this post,113,340
912,5/10/2025,I can't stop sharing this post,76,354
913,3/9/2024,I don't think this post is worth the time,161,191
914,6/24/2025,I don't think this post is worth the read,6,79
915,6/28/2024,I'm so glad I stumbled upon it.,27,136
916,2/12/2025,very disappointing.,193,154
917,3/13/2025,I'm so grateful for it.,49,310
918,2/19/2025,This post is a breath of fresh air,35,65
919,6/16/2025,This post is so well-written,104,437
920,1/30/2025,I'm not sure how to interpret this post.,59,142
921,2/28/2025,I don't think this post is worth the attention,27,465
922,7/24/2024,it lacks substance.,134,384
923,5/18/2024,I'm impressed.,93,473
924,10/29/2024,it's unsatisfactory.,177,433
925,7/2/2024,I'm impressed.,42,150
926,5/5/2025,I expected better from this post,151,352
927,10/9/2024,I'm not sure how to respond to this post.,159,114
928,6/19/2024,very disappointing.,69,195
929,1/28/2025,I can't stop praising this post,100,359
930,10/11/2024,I'm impressed.,76,199
931,7/27/2024,I have mixed feelings about this post.,22,307
932,4/17/2024,I love it!,63,370
933,8/30/2024,it's fantastic!,5,420
934,5/5/2025,This post is so well-researched,191,26
935,4/17/2025,This post is amazing,113,32
936,3/5/2025,I'm impressed.,196,218
937,6/6/2025,This post is a pleasure,71,349
938,7/13/2024,This post is okay,200,405
939,11/8/2024,This post is so well-written,173,500
940,11/23/2024,I'm not sure if I agree with the arguments made in this post.,44,37
941,5/23/2024,I love it!,175,318
942,5/30/2025,I love this post! Great job!,61,49
943,5/1/2025,This post is so well-presented,1,340
944,6/25/2024,I'm blown away!,185,179
945,8/24/2024,I'm not sure if I agree with the perspectives presented in this post.,59,61
946,4/11/2025,I love it!,103,47
947,7/25/2024,I'm blown away!,190,263
948,10/4/2024,I don't think this post is worth reading,39,363
949,2/4/2025,This post is a joy,91,242
950,4/19/2024,This post is so well-structured,53,17
951,6/18/2025,I expected better from this post,184,164
952,6/13/2025,This post is a waste of time,130,48
953,3/18/2024,I love it!,169,297
954,11/24/2024,I'm so grateful for it.,178,292
955,6/12/2025,I expected more from this post,103,434
956,1/27/2025,I expected better from this post,11,403
957,6/12/2024,I'm not sure what the author was trying to say in this post.,95,81
958,10/22/2024,I have mixed feelings about this post.,40,271
959,12/16/2024,I can't stop talking about this post,122,368
960,5/2/2024,I don't think this post is worth the effort,67,116
961,4/30/2024,I'm not sure if I agree with the arguments made in this post.,123,79
962,11/13/2024,I expected better from this post,167,484
963,9/19/2024,I expected more from this post,171,221
964,1/8/2025,This post is a pleasure,174,141
965,2/16/2025,it's subpar.,55,274
966,10/19/2024,I can't stop talking about this post,171,147
967,3/14/2025,This post is just what I needed,7,74
968,4/19/2025,This post is a delight,48,273
969,2/21/2025,I'm not sure how to respond to this post.,179,38
970,6/30/2025,This post is a delight,139,305
971,11/30/2024,very disappointing.,50,8
972,8/27/2024,This post is so well-crafted,42,467
973,12/10/2024,I can't stop talking about this post,38,287
974,1/26/2025,I'm not sure if I agree with the interpretations provided in this post.,76,123
975,5/22/2024,This post is okay,124,346
976,1/26/2025,I don't think this post is worth reading,23,502
977,10/20/2024,This post is a gem,164,65
978,10/25/2024,I don't think this post is worth the attention,97,376
979,10/18/2024,This post is just what I needed,57,296
980,4/4/2025,This post is a breath of fresh air,120,356
981,6/3/2025,I'm blown away!,198,324
982,3/18/2025,I'm not sure what to make of this post.,88,180
983,12/21/2024,I'm not sure if I agree with the interpretations provided in this post.,105,505
984,12/29/2024,I'm impressed.,89,454
985,4/11/2025,I'm not impressed by this post,167,474
986,3/6/2025,I'm impressed.,80,76
987,1/17/2025,it's so good!,152,323
988,10/18/2024,nothing special.,41,343
989,9/7/2024,I'm impressed.,14,506
990,1/13/2025,very disappointing.,186,205
991,4/14/2024,it's so good!,180,116
992,8/19/2024,I'm not sure if I agree with the arguments made in this post.,191,504
993,6/13/2025,This post is a treasure,84,320
994,11/30/2024,it lacks substance.,121,273
995,12/21/2024,very disappointing.,72,272
996,10/21/2024,nothing special.,104,420
997,4/20/2024,This post is a delight,2,502
998,6/15/2024,it's lacking.,174,340
999,8/3/2024,I wish this post had more depth and analysis.,136,493
1000,9/24/2024,I can't stop recommending this post,105,293
